hour_of_day,day_of_week,month,kWh
13,1,7,5763000
14,1,7,5638000
15,1,7,5574999.999999999
16,1,7,5742000
17,1,7,6048000
18,1,7,6435000.000000001
19,1,7,6653000.000000001
20,1,7,6444000
21,1,7,6128000
22,1,7,5814999.999999999
23,1,7,5154000
0,1,7,4672000.000000001
1,2,7,4233000
2,2,7,4028000.0000000005
3,2,7,3910000
4,2,7,3856000
5,2,7,3941000
6,2,7,4368000
7,2,7,5314999.999999999
8,2,7,6243000
9,2,7,6332000.000000001
10,2,7,6149000
11,2,7,5931000
12,2,7,5763999.999999999
13,2,7,5648000
14,2,7,5512000
15,2,7,5433000
16,2,7,5596000
17,2,7,5971000
18,2,7,6430000
19,2,7,6570000
20,2,7,6392000
21,2,7,6159000.000000001
22,2,7,5895000
23,2,7,5334000
0,2,7,4805000
1,3,8,4334000
2,3,8,4115000
3,3,8,3982000
4,3,8,3944000
5,3,8,4041000.0000000005
6,3,8,4460000
7,3,8,5418000
8,3,8,6327000
9,3,8,6489000
10,3,8,6429000
11,3,8,6246000
12,3,8,6113000
13,3,8,5951000.000000001
14,3,8,5791000
15,3,8,5685000.000000001
16,3,8,5802000
17,3,8,6147000
18,3,8,6629000
19,3,8,6875000
20,3,8,6704000
21,3,8,6439999.999999999
22,3,8,6132999.999999999
23,3,8,5535000
0,3,8,4983000.000000001
1,4,8,4473000
2,4,8,4234000
3,4,8,4102999.9999999995
4,4,8,4051999.9999999995
5,4,8,4136000
6,4,8,4548000
7,4,8,5496000
8,4,8,6394000
9,4,8,6558000
10,4,8,6433000
11,4,8,6230000
12,4,8,6039000
13,4,8,5736000.000000001
14,4,8,5497999.999999999
15,4,8,5384000
16,4,8,5404999.999999999
17,4,8,5721999.999999999
18,4,8,6279999.999999999
19,4,8,6555000
20,4,8,6390000.000000001
21,4,8,6138000
22,4,8,5963000
23,4,8,5484000
0,4,8,5039000
1,5,8,4561000
2,5,8,4283000
3,5,8,4130000
4,5,8,4080000
5,5,8,4115000
6,5,8,4324000
7,5,8,4791000
8,5,8,5378000
9,5,8,5868000
10,5,8,5944000
11,5,8,5699999.999999999
12,5,8,5415000
13,5,8,5156000.000000001
14,5,8,4971000
15,5,8,4861000.000000001
16,5,8,4902000
17,5,8,5227000
18,5,8,5913000
19,5,8,6289000
20,5,8,6115000
21,5,8,5899000
22,5,8,5750000
23,5,8,5317000
0,5,8,4930999.999999999
1,6,8,4496000
2,6,8,4248000
3,6,8,4109000
4,6,8,4048000
5,6,8,4055999.999999999
6,6,8,4236000.000000001
7,6,8,4622000
8,6,8,5144000
9,6,8,5664000
10,6,8,5850000
11,6,8,5683999.999999999
12,6,8,5408000
13,6,8,5166000
14,6,8,4967000
15,6,8,4898000
16,6,8,5003000
17,6,8,5378000
18,6,8,6089000
19,6,8,6480000
20,6,8,6327000
21,6,8,6068000
22,6,8,5776000
23,6,8,5162000
0,6,8,4692000
1,0,8,4288000
2,0,8,4074999.999999999
3,0,8,3973000
4,0,8,3943000
5,0,8,4043999.9999999995
6,0,8,4523000
7,0,8,5601000
8,0,8,6543000
9,0,8,6660000
10,0,8,6400000
11,0,8,6060000.000000001
12,0,8,5780000
13,0,8,5526000
14,0,8,5337000
15,0,8,5263999.999999999
16,0,8,5311000
17,0,8,5628000
18,0,8,6282999.999999999
19,0,8,6701000.000000001
20,0,8,6555000
21,0,8,6250999.999999999
22,0,8,5970000
23,0,8,5337000
0,0,8,4833000
1,1,8,4401000
2,1,8,4185000.0000000005
3,1,8,4070999.9999999995
4,1,8,4048000
5,1,8,4162000.000000001
6,1,8,4642000
7,1,8,5770000
8,1,8,6712000
9,1,8,6747999.999999999
10,1,8,6417000
11,1,8,6069000
12,1,8,5705000
13,1,8,5433000
14,1,8,5217000.000000001
15,1,8,5106999.999999999
16,1,8,5133000
17,1,8,5368000
18,1,8,6016000
19,1,8,6574000
20,1,8,6471999.999999999
21,1,8,6205000
22,1,8,5948000
23,1,8,5311000
0,1,8,4806000
1,2,8,4370000
2,2,8,4166000.0000000005
3,2,8,4059000
4,2,8,4027999.9999999995
5,2,8,4130000
6,2,8,4657999.999999999
7,2,8,5773000
8,2,8,6721999.999999999
9,2,8,6744000
10,2,8,6422000.000000001
11,2,8,6032999.999999999
12,2,8,5673999.999999999
13,2,8,5425000
14,2,8,5249000.000000001
15,2,8,5134000
16,2,8,5195000
17,2,8,5480000
18,2,8,6113000
19,2,8,6555000
20,2,8,6455999.999999999
21,2,8,6187000
22,2,8,5891000
23,2,8,5252000
0,2,8,4723000
1,3,8,4259000
2,3,8,4026000
3,3,8,3865000
4,3,8,3816000
5,3,8,3917000
6,3,8,4355000
7,3,8,5351000
8,3,8,6296000
9,3,8,6427000
10,3,8,6231999.999999999
11,3,8,5994000
12,3,8,5920000
13,3,8,5894000
14,3,8,5837000
15,3,8,5755000
16,3,8,5774000
17,3,8,5988000
18,3,8,6369000
19,3,8,6640000
20,3,8,6439000
21,3,8,6120000
22,3,8,5790000
23,3,8,5149000
0,3,8,4657999.999999999
1,4,8,4203000
2,4,8,3964000.0000000005
3,4,8,3830000
4,4,8,3793999.9999999995
5,4,8,3881999.9999999995
6,4,8,4324000
7,4,8,5282999.999999999
8,4,8,6247000
9,4,8,6386000
10,4,8,6161000
11,4,8,5858000
12,4,8,5667000
13,4,8,5507000
14,4,8,5385000
15,4,8,5265000.000000001
16,4,8,5247000
17,4,8,5470000
18,4,8,5870000
19,4,8,6200000
20,4,8,6060000.000000001
21,4,8,5804000
22,4,8,5600000
23,4,8,5122000
0,4,8,4700000
1,5,8,4234999.999999999
2,5,8,3964000
3,5,8,3812999.9999999995
4,5,8,3749000
5,5,8,3768000
6,5,8,3971000
7,5,8,4432000
8,5,8,4973000
9,5,8,5395000
10,5,8,5502000
11,5,8,5359000
12,5,8,5170999.999999999
13,5,8,4962000
14,5,8,4803000
15,5,8,4730000
16,5,8,4740000
17,5,8,4984000
18,5,8,5491000
19,5,8,5822000
20,5,8,5596999.999999999
21,5,8,5343999.999999999
22,5,8,5230000
23,5,8,4857000
0,5,8,4506000
1,6,8,4076000.0000000005
2,6,8,3825000
3,6,8,3668000
4,6,8,3597000
5,6,8,3607999.9999999995
6,6,8,3797000
7,6,8,4189999.9999999995
8,6,8,4653000.000000001
9,6,8,5080000
10,6,8,5241000
11,6,8,5064000
12,6,8,4837000
13,6,8,4660000
14,6,8,4513000
15,6,8,4457000
16,6,8,4556000
17,6,8,4888999.999999999
18,6,8,5487000
19,6,8,5925000
20,6,8,5778000.000000001
21,6,8,5504000
22,6,8,5242000
23,6,8,4686000
0,6,8,4258000
1,0,8,3854000
2,0,8,3662000
3,0,8,3551000
4,0,8,3527000
5,0,8,3624000
6,0,8,4073000.0000000005
7,0,8,5063000.000000001
8,0,8,5978000
9,0,8,6083000
10,0,8,5891999.999999999
11,0,8,5641000
12,0,8,5459000
13,0,8,5372000
14,0,8,5305000
15,0,8,5241000
16,0,8,5293000
17,0,8,5631000
18,0,8,6140000.000000001
19,0,8,6455000
20,0,8,6238000
21,0,8,5874000.000000001
22,0,8,5572000
23,0,8,4959000
0,0,8,4490000
1,1,8,4077999.9999999995
2,1,8,3834000
3,1,8,3763000
4,1,8,3743000.0000000005
5,1,8,3854000
6,1,8,4349000
7,1,8,5411000
8,1,8,6301000
9,1,8,6287000
10,1,8,6003000
11,1,8,5633000
12,1,8,5365000
13,1,8,5182000
14,1,8,5048999.999999999
15,1,8,4939000
16,1,8,4990000
17,1,8,5238000
18,1,8,5803000
19,1,8,6399000
20,1,8,6319000
21,1,8,6042000
22,1,8,5781000
23,1,8,5154999.999999999
0,1,8,4650000
1,2,8,4214000
2,2,8,4019000
3,2,8,3909000
4,2,8,3881999.9999999995
5,2,8,3994000
6,2,8,4505000.000000001
7,2,8,5613000
8,2,8,6602000
9,2,8,6595000.000000001
10,2,8,6218000
11,2,8,5755000
12,2,8,5407999.999999999
13,2,8,5161000
14,2,8,4991000
15,2,8,4898000
16,2,8,4941000.000000001
17,2,8,5173999.999999999
18,2,8,5736000.000000001
19,2,8,6279000
20,2,8,6205999.999999999
21,2,8,5951000.000000001
22,2,8,5654999.999999999
23,2,8,5039000
0,2,8,4580000
1,3,8,4146000
2,3,8,3926000
3,3,8,3795000
4,3,8,3751000
5,3,8,3838000
6,3,8,4304000
7,3,8,5318000
8,3,8,6182000
9,3,8,6260000
10,3,8,6084000
11,3,8,5818000
12,3,8,5590999.999999999
13,3,8,5429000
14,3,8,5306000
15,3,8,5254000
16,3,8,5349000
17,3,8,5648000
18,3,8,6100000
19,3,8,6406000
20,3,8,6202999.999999999
21,3,8,5851000
22,3,8,5529000
23,3,8,4916000
0,3,8,4431000
1,4,8,3992000
2,4,8,3767000.0000000005
3,4,8,3629000
4,4,8,3578000.0000000005
5,4,8,3673000
6,4,8,4104000
7,4,8,5004000
8,4,8,5848000
9,4,8,5980000
10,4,8,5780000
11,4,8,5574000
12,4,8,5422000.000000001
13,4,8,5271000.000000001
14,4,8,5134000
15,4,8,5074999.999999999
16,4,8,5090999.999999999
17,4,8,5314999.999999999
18,4,8,5689999.999999999
19,4,8,5920999.999999999
20,4,8,5728999.999999999
21,4,8,5423000
22,4,8,5209000
23,4,8,4753000
0,4,8,4369000
1,5,8,3929000
2,5,8,3701000
3,5,8,3560000
4,5,8,3490000
5,5,8,3504000
6,5,8,3699000
7,5,8,4114000.000000001
8,5,8,4556000
9,5,8,4965000
10,5,8,5186000
11,5,8,5161000
12,5,8,5084000
13,5,8,5013000
14,5,8,4965000
15,5,8,5005000.000000001
16,5,8,5134000
17,5,8,5376000
18,5,8,5643000
19,5,8,5708000
20,5,8,5381000
21,5,8,5083000
22,5,8,4907000
23,5,8,4539000
0,5,8,4178000
1,6,8,3779000
2,6,8,3554999.9999999995
3,6,8,3411000
4,6,8,3336999.9999999995
5,6,8,3336000
6,6,8,3532000
7,6,8,3848000
8,6,8,4214000
9,6,8,4662000
10,6,8,5048000
11,6,8,5137000
12,6,8,5136000
13,6,8,5113000
14,6,8,5060000.000000001
15,6,8,5108000.000000001
16,6,8,5187000
17,6,8,5413000
18,6,8,5770000
19,6,8,5941000
20,6,8,5747000
21,6,8,5460000
22,6,8,5204000.000000001
23,6,8,4664000
0,6,8,4276000
1,0,8,3897000.0000000005
2,0,8,3714000
3,0,8,3609000
4,0,8,3597000
5,0,8,3718000
6,0,8,4195000
7,0,8,5193000
8,0,8,6098000.000000001
9,0,8,6247999.999999999
10,0,8,6058000
11,0,8,5886000
12,0,8,5724000
13,0,8,5579000.000000001
14,0,8,5476000
15,0,8,5427000
16,0,8,5561000
17,0,8,5896000.000000001
18,0,8,6430000
19,0,8,6785000
20,0,8,6626000
21,0,8,6311000
22,0,8,5976000
23,0,8,5278000.000000001
0,0,8,4792000
1,1,8,4354000
2,1,8,4124000.0000000005
3,1,8,3992000
4,1,8,3956000.0000000005
5,1,8,4064000
6,1,8,4570000
7,1,8,5596999.999999999
8,1,8,6436000
9,1,8,6441000
10,1,8,6237000
11,1,8,5923999.999999999
12,1,8,5627000
13,1,8,5439999.999999999
14,1,8,5295000
15,1,8,5197000
16,1,8,5231000
17,1,8,5465000
18,1,8,6007000
19,1,8,6561000
20,1,8,6467000
21,1,8,6185000.000000001
22,1,8,5888999.999999999
23,1,8,5221999.999999999
0,1,8,4734999.999999999
1,2,8,4303000
2,2,8,4104000
3,2,8,3974000
4,2,8,3953000.0000000005
5,2,8,4064000
6,2,8,4580000
7,2,8,5649000
8,2,8,6509000
9,2,8,6495000
10,2,8,6138000
11,2,8,5725000
12,2,8,5413000
13,2,8,5203000
14,2,8,5055000
15,2,8,4978000
16,2,8,5007000
17,2,8,5221999.999999999
18,2,8,5701000.000000001
19,2,8,6284000.000000001
20,2,8,6245000
21,2,8,5998000
22,2,8,5742000
23,2,8,5133000
0,2,8,4649000
1,3,8,4220000.000000001
2,3,8,4011000
3,3,8,3873000
4,3,8,3851000
5,3,8,3965000
6,3,8,4462000
7,3,8,5494000
8,3,8,6379000
9,3,8,6363000
10,3,8,6036000
11,3,8,5600000
12,3,8,5327999.999999999
13,3,8,5098000
14,3,8,5015000
15,3,8,4993000
16,3,8,5048999.999999999
17,3,8,5279000
18,3,8,5694000
19,3,8,6139000
20,3,8,6034000.000000001
21,3,8,5760000
22,3,8,5495000
23,3,8,4916000
0,3,8,4457000.000000001
1,4,8,4042000
2,4,8,3808000
3,4,8,3686000
4,4,8,3645000
5,4,8,3738000
6,4,8,4194000
7,4,8,5104000
8,4,8,5941000
9,4,8,5997999.999999999
10,4,8,5766000
11,4,8,5523000
12,4,8,5342000.000000001
13,4,8,5213000
14,4,8,5109000
15,4,8,5055999.999999999
16,4,8,5109000
17,4,8,5330000
18,4,8,5633000
19,4,8,5882000
20,4,8,5685000.000000001
21,4,8,5401000
22,4,8,5196000
23,4,8,4739000.000000001
0,4,8,4372000
1,5,8,3936000
2,5,8,3719000.0000000005
3,5,8,3578999.9999999995
4,5,8,3490000
5,5,8,3518000
6,5,8,3718000
7,5,8,4094000.0000000005
8,5,8,4529999.999999999
9,5,8,4905000
10,5,8,5084000
11,5,8,5004000
12,5,8,4882000
13,5,8,4715000
14,5,8,4548000
15,5,8,4441000.000000001
16,5,8,4458000
17,5,8,4617000
18,5,8,4936000
19,5,8,5335000
20,5,8,5193000
21,5,8,4959000
22,5,8,4826000
23,5,8,4476000
0,5,8,4160000
1,6,8,3835000
2,6,8,3622000
3,6,8,3485999.9999999995
4,6,8,3423000
5,6,8,3431000
6,6,8,3636000
7,6,8,4010000
8,6,8,4423999.999999999
9,6,8,4781000.000000001
10,6,8,4955999.999999999
11,6,8,4843000
12,6,8,4730000
13,6,8,4630000
14,6,8,4522000
15,6,8,4520000
16,6,8,4618000
17,6,8,4887000
18,6,8,5326000.000000001
19,6,8,5686000
20,6,8,5526000
21,6,8,5254000
22,6,8,4996000
23,6,8,4484999.999999999
0,6,8,4120000
1,0,8,3767000
2,0,8,3585000
3,0,8,3480000
4,0,8,3456000
5,0,8,3586999.9999999995
6,0,8,4061000
7,0,8,5013999.999999999
8,0,8,5889000
9,0,8,5955999.999999999
10,0,8,5737000
11,0,8,5546000
12,0,8,5413000
13,0,8,5330000
14,0,8,5264000
15,0,8,5242000.000000001
16,0,8,5290000
17,0,8,5475000
18,0,8,5832000
19,0,8,6085000
20,0,8,5849000
21,0,8,5481000
22,0,8,5162000
23,0,8,4612000
0,0,8,4199999.999999999
1,1,8,3836000.0000000005
2,1,8,3647000.0000000005
3,1,8,3522000
4,1,8,3479000
5,1,8,3566000
6,1,8,4003999.9999999995
7,1,8,4871000
8,1,8,5702999.999999999
9,1,8,5834000
10,1,8,5660000
11,1,8,5404000
12,1,8,5239000.000000001
13,1,8,5116000
14,1,8,4984999.999999999
15,1,8,4882000
16,1,8,4893000
17,1,8,5055000
18,1,8,5411000
19,1,8,5795000
20,1,8,5637000
21,1,8,5340000
22,1,8,5089000
23,1,8,4564999.999999999
0,1,8,4176000
1,2,8,3804000.0000000005
2,2,8,3622000
3,2,8,3499000
4,2,8,3459000
5,2,8,3562000
6,2,8,3988000
7,2,8,4849000
8,2,8,5637000
9,2,8,5661000
10,2,8,5407000
11,2,8,5145000
12,2,8,4982000
13,2,8,4867000
14,2,8,4790000
15,2,8,4757000
16,2,8,4830000
17,2,8,5028000.000000001
18,2,8,5375999.999999999
19,2,8,5743000
20,2,8,5596000
21,2,8,5303000
22,2,8,5063000.000000001
23,2,8,4558000
0,2,8,4179999.9999999995
1,3,8,3804000.0000000005
2,3,8,3610999.9999999995
3,3,8,3481000
4,3,8,3437999.9999999995
5,3,8,3531000
6,3,8,3976000
7,3,8,4822000
8,3,8,5577000
9,3,8,5643000.000000001
10,3,8,5449000
11,3,8,5273999.999999999
12,3,8,5180000
13,3,8,5068000
14,3,8,5012000
15,3,8,4993000
16,3,8,5077999.999999999
17,3,8,5290000
18,3,8,5542000
19,3,8,5758000
20,3,8,5593000
21,3,8,5310000.000000001
22,3,8,5063000.000000001
23,3,8,4564999.999999999
0,3,8,4178000
1,4,8,3812000.0000000005
2,4,8,3612000
3,4,8,3490999.9999999995
4,4,8,3448000
5,4,8,3538000.0000000005
6,4,8,3960000
7,4,8,4819000
8,4,8,5579000.000000001
9,4,8,5602000
10,4,8,5360000
11,4,8,5163000
12,4,8,5010000
13,4,8,4815000
14,4,8,4742000.000000001
15,4,8,4713000
16,4,8,4692000
17,4,8,4792999.999999999
18,4,8,5044000.000000001
19,4,8,5412000
20,4,8,5323000
21,4,8,5124000.000000001
22,4,8,4968999.999999999
23,4,8,4579000.000000001
0,4,8,4239000
1,5,8,3849999.9999999995
2,5,8,3610000
3,5,8,3467000
4,5,8,3386000
5,5,8,3388000
6,5,8,3601000
7,5,8,3958999.9999999995
8,5,8,4385000
9,5,8,4786000
10,5,8,5010000
11,5,8,4935000.000000001
12,5,8,4817000
13,5,8,4673999.999999999
14,5,8,4554000
15,5,8,4503000
16,5,8,4500999.999999999
17,5,8,4609000
18,5,8,4862000
19,5,8,5096999.999999999
20,5,8,4901999.999999999
21,5,8,4632000
22,5,8,4479000
23,5,8,4156000.0000000005
0,5,8,3909000
1,6,9,3591000
2,6,9,3393000
3,6,9,3277000
4,6,9,3227999.9999999995
5,6,9,3242000
6,6,9,3422000
7,6,9,3743000
8,6,9,4112999.9999999995
9,6,9,4430000
10,6,9,4638000
11,6,9,4592000.000000001
12,6,9,4463000
13,6,9,4346999.999999999
14,6,9,4242000
15,6,9,4213000
16,6,9,4275000
17,6,9,4464000
18,6,9,4752000.000000001
19,6,9,5082000.000000001
20,6,9,4978999.999999999
21,6,9,4763000
22,6,9,4572000
23,6,9,4148999.999999999
0,6,9,3846000
1,0,9,3512000
2,0,9,3362000
3,0,9,3261000
4,0,9,3235000.0000000005
5,0,9,3343000
6,0,9,3796000.0000000005
7,0,9,4637000
8,0,9,5471999.999999999
9,0,9,5484000
10,0,9,5282000
11,0,9,5070000
12,0,9,4916000
13,0,9,4817000
14,0,9,4715000
15,0,9,4717000.000000001
16,0,9,4731000
17,0,9,4874000.000000001
18,0,9,5145000
19,0,9,5488000
20,0,9,5339000
21,0,9,5020000
22,0,9,4771000.000000001
23,0,9,4308000
0,0,9,3955000
1,1,9,3631000
2,1,9,3456000
3,1,9,3322000
4,1,9,3280999.9999999995
5,1,9,3372000
6,1,9,3786000
7,1,9,4594000
8,1,9,5298999.999999999
9,1,9,5323000
10,1,9,5192000
11,1,9,5070000
12,1,9,5000999.999999999
13,1,9,4967000.000000001
14,1,9,4947000
15,1,9,4990000
16,1,9,5053000
17,1,9,5269000
18,1,9,5574000
19,1,9,5786000
20,1,9,5602000
21,1,9,5295999.999999999
22,1,9,5021000.000000001
23,1,9,4512000
0,1,9,4136000
1,2,9,3779000
2,2,9,3589000
3,2,9,3481000
4,2,9,3455000
5,2,9,3583000
6,2,9,4049000.0000000005
7,2,9,4971999.999999999
8,2,9,5739000
9,2,9,5685000.000000001
10,2,9,5401999.999999999
11,2,9,5122999.999999999
12,2,9,4944000
13,2,9,4952000
14,2,9,4840999.999999999
15,2,9,4827000
16,2,9,4857000
17,2,9,5038000
18,2,9,5384000
19,2,9,5848000
20,2,9,5797000.000000001
21,2,9,5540000
22,2,9,5288000
23,2,9,4744000
0,2,9,4314000
1,3,9,3931000
2,3,9,3715000
3,3,9,3630000
4,3,9,3601000
5,3,9,3724999.9999999995
6,3,9,4226000
7,3,9,5223000
8,3,9,6026000
9,3,9,5900000
10,3,9,5526000
11,3,9,5193000
12,3,9,4997999.999999999
13,3,9,4843000
14,3,9,4728000
15,3,9,4714000
16,3,9,4732000
17,3,9,4907999.999999999
18,3,9,5231999.999999999
19,3,9,5742000
20,3,9,5728000
21,3,9,5463000
22,3,9,5217000.000000001
23,3,9,4684000
0,3,9,4277000
1,4,9,3905000.0000000005
2,4,9,3704000
3,4,9,3596000
4,4,9,3559999.9999999995
5,4,9,3649000
6,4,9,4131999.9999999995
7,4,9,5042000
8,4,9,5814000
9,4,9,5775000
10,4,9,5489000.000000001
11,4,9,5234000
12,4,9,5067000
13,4,9,4934000
14,4,9,4846999.999999999
15,4,9,4808000
16,4,9,4811000
17,4,9,4955000
18,4,9,5212000
19,4,9,5548000
20,4,9,5461000
21,4,9,5186000
22,4,9,4980000
23,4,9,4559000
0,4,9,4209000
1,5,9,3815000.0000000005
2,5,9,3576000
3,5,9,3431000
4,5,9,3352999.9999999995
5,5,9,3374000
6,5,9,3591000
7,5,9,3949000
8,5,9,4333000
9,5,9,4648000
10,5,9,4833000
11,5,9,4781000
12,5,9,4721000
13,5,9,4641999.999999999
14,5,9,4537000
15,5,9,4516000
16,5,9,4537000
17,5,9,4697000
18,5,9,4988000
19,5,9,5186999.999999999
20,5,9,4997000
21,5,9,4750000
22,5,9,4600000
23,5,9,4257000
0,5,9,3979999.9999999995
1,6,9,3651000
2,6,9,3476000
3,6,9,3375000
4,6,9,3335000
5,6,9,3364000
6,6,9,3570999.9999999995
7,6,9,3935000
8,6,9,4306000
9,6,9,4569000
10,6,9,4698000
11,6,9,4559000
12,6,9,4445000
13,6,9,4340000
14,6,9,4220000.000000001
15,6,9,4253000
16,6,9,4310000.000000001
17,6,9,4541000
18,6,9,4936999.999999999
19,6,9,5381000
20,6,9,5313000
21,6,9,5067000
22,6,9,4829000.000000001
23,6,9,4221999.999999999
0,6,9,3947000
1,0,9,3631000
2,0,9,3463000
3,0,9,3372000
4,0,9,3352000
5,0,9,3473000
6,0,9,3972000.0000000005
7,0,9,4923000
8,0,9,5689999.999999999
9,0,9,5683000
10,0,9,5419000.000000001
11,0,9,5183000
12,0,9,5061000
13,0,9,4941000.000000001
14,0,9,4802000
15,0,9,4786000
16,0,9,4897000
17,0,9,5069000
18,0,9,5395000
19,0,9,5779999.999999999
20,0,9,5657000
21,0,9,5305000
22,0,9,5008000
23,0,9,4479000
0,0,9,4079000.0000000005
1,1,9,3748999.9999999995
2,1,9,3562000
3,1,9,3445000.0000000005
4,1,9,3406000
5,1,9,3498999.9999999995
6,1,9,3947000
7,1,9,4838000
8,1,9,5545000
9,1,9,5505000
10,1,9,5332000.000000001
11,1,9,5148000
12,1,9,5031000
13,1,9,4956000
14,1,9,4906000.000000001
15,1,9,4891999.999999999
16,1,9,4938000.000000001
17,1,9,5115000
18,1,9,5425000.000000001
19,1,9,5757000
20,1,9,5657999.999999999
21,1,9,5380000
22,1,9,5121000
23,1,9,4599000
0,1,9,4217000.000000001
1,2,9,3864000
2,2,9,3676000
3,2,9,3588000
4,2,9,3567000
5,2,9,3677000
6,2,9,4173000
7,2,9,5106999.999999999
8,2,9,5869999.999999999
9,2,9,5766999.999999999
10,2,9,5461000
11,2,9,5116000
12,2,9,4992000
13,2,9,4881000
14,2,9,4798999.999999999
15,2,9,4696000
16,2,9,4778000.000000001
17,2,9,4944000
18,2,9,5267000
19,2,9,5744000
20,2,9,5759000
21,2,9,5528000.000000001
22,2,9,5270000
23,2,9,4734999.999999999
0,2,9,4291000
1,3,9,3921000.0000000005
2,3,9,3753000
3,3,9,3639000.0000000005
4,3,9,3615000
5,3,9,3732999.9999999995
6,3,9,4230000
7,3,9,5156000
8,3,9,5907000
9,3,9,5893000.000000001
10,3,9,5646000
11,3,9,5339000
12,3,9,5208000
13,3,9,5122000
14,3,9,5055000
15,3,9,5056000
16,3,9,5073000
17,3,9,5288000
18,3,9,5627000.000000001
19,3,9,5988000
20,3,9,5898000
21,3,9,5599000
22,3,9,5308000
23,3,9,4771000
0,3,9,4341000
1,4,9,3945999.9999999995
2,4,9,3727000.0000000005
3,4,9,3594000.0000000005
4,4,9,3551999.9999999995
5,4,9,3651000
6,4,9,4107999.9999999995
7,4,9,4975000
8,4,9,5769000
9,4,9,5913000
10,4,9,5795000
11,4,9,5521000
12,4,9,5403000.000000001
13,4,9,5311999.999999999
14,4,9,5212000
15,4,9,5172000.000000001
16,4,9,5185000
17,4,9,5415000
18,4,9,5596000
19,4,9,5792999.999999999
20,4,9,5657999.999999999
21,4,9,5377000
22,4,9,5159000
23,4,9,4711000
0,4,9,4344000
1,5,9,3940000
2,5,9,3693000
3,5,9,3572000
4,5,9,3506999.9999999995
5,5,9,3521000
6,5,9,3750000
7,5,9,4135000
8,5,9,4559000
9,5,9,4905000
10,5,9,5113000
11,5,9,5044000.000000001
12,5,9,4894000
13,5,9,4744000
14,5,9,4654000
15,5,9,4673999.999999999
16,5,9,4745000
17,5,9,4970000
18,5,9,5259000
19,5,9,5404999.999999999
20,5,9,5212999.999999999
21,5,9,4944000
22,5,9,4765000.000000001
23,5,9,4395000
0,5,9,4102000.0000000005
1,6,9,3764999.9999999995
2,6,9,3559999.9999999995
3,6,9,3432000
4,6,9,3365999.9999999995
5,6,9,3396000
6,6,9,3594000.0000000005
7,6,9,3931999.9999999995
8,6,9,4312000
9,6,9,4655000
10,6,9,4906000.000000001
11,6,9,4858000.000000001
12,6,9,4743000
13,6,9,4630000.000000001
14,6,9,4529000
15,6,9,4522000
16,6,9,4557000
17,6,9,4789000
18,6,9,5169000.000000001
19,6,9,5553000.000000001
20,6,9,5471999.999999999
21,6,9,5201000.000000001
22,6,9,4939999.999999999
23,6,9,4439999.999999999
0,6,9,4072000
1,0,9,3745000
2,0,9,3569000
3,0,9,3468000
4,0,9,3453000.0000000005
5,0,9,3554000.0000000005
6,0,9,4038999.9999999995
7,0,9,4957000.000000001
8,0,9,5786000
9,0,9,5864000.000000001
10,0,9,5681000
11,0,9,5439000
12,0,9,5390000
13,0,9,5368000
14,0,9,5314999.999999999
15,0,9,5305000
16,0,9,5390000.000000001
17,0,9,5564000
18,0,9,5867000.000000001
19,0,9,6274000
20,0,9,6138000
21,0,9,5785000
22,0,9,5477000
23,0,9,4888000
0,0,9,4430999.999999999
1,1,9,4066000.000000001
2,1,9,3887000
3,1,9,3770000
4,1,9,3739000
5,1,9,3850000
6,1,9,4352000
7,1,9,5358000
8,1,9,6146000.000000001
9,1,9,6175000.000000001
10,1,9,6090000
11,1,9,5865000
12,1,9,5846999.999999999
13,1,9,5746000
14,1,9,5623000
15,1,9,5446000
16,1,9,5699000
17,1,9,6011000
18,1,9,6459000
19,1,9,6830000
20,1,9,6740000
21,1,9,6381000
22,1,9,6023000
23,1,9,5332000
0,1,9,4803000
1,2,9,4359999.999999999
2,2,9,4153000.0000000005
3,2,9,4034000.0000000005
4,2,9,4000999.9999999995
5,2,9,4131000
6,2,9,4683000
7,2,9,5725000
8,2,9,6401000
9,2,9,6295000
10,2,9,6015000.000000001
11,2,9,5609999.999999999
12,2,9,5427000
13,2,9,5266000
14,2,9,5179000
15,2,9,5061999.999999999
16,2,9,5098000.000000001
17,2,9,5290000
18,2,9,5634000
19,2,9,6136000
20,2,9,6159000.000000001
21,2,9,5863000
22,2,9,5561000
23,2,9,4948000
0,2,9,4490000
1,3,9,4086999.9999999995
2,3,9,3873999.9999999995
3,3,9,3724000
4,3,9,3679000.0000000005
5,3,9,3785000
6,3,9,4246000
7,3,9,5166000
8,3,9,5939999.999999999
9,3,9,5952999.999999999
10,3,9,5691000
11,3,9,5366000
12,3,9,5289999.999999999
13,3,9,5177000
14,3,9,5037000
15,3,9,5005000
16,3,9,5063000.000000001
17,3,9,5269000
18,3,9,5518000
19,3,9,5878000
20,3,9,5856000
21,3,9,5559000
22,3,9,5292000
23,3,9,4745000
0,3,9,4336000
1,4,9,3960000
2,4,9,3752000
3,4,9,3631999.9999999995
4,4,9,3575999.9999999995
5,4,9,3672000
6,4,9,4085000
7,4,9,4957000.000000001
8,4,9,5686999.999999999
9,4,9,5740000
10,4,9,5587000
11,4,9,5336000
12,4,9,5138000
13,4,9,5255000
14,4,9,5205000
15,4,9,5256000
16,4,9,5314999.999999999
17,4,9,5402000
18,4,9,5487000
